Blog		better	mark	model	process	things	non	level	thing	think	old	away	size	actually	go	day	san	point	air	say	street	everything	once	against	issue	yes	else	yet	microsoft	c	start	d	e	g	anything	minutes	m	o	really	p	u	ready	x	them	then	rather	review	full	first	months	campaign	control	heard	dead	try	inside	fox	given	group	times	were	side	online	him	stop	his	hit	details	never	follow	win	live	nearly	tell	done	clear	saying	phone	above	after	sharing	kids	problem	started	age	least	having	someone	comes	ago	little	video	wrote	says	fast	sent	came	probably	current	yesterday	who	car	especially	why	almost	points	image	david	store	hasn	itself	information	plan	media	story	version	rock	four	play	cut	author	run	doing	release	pretty	cool	another	however	call	many	note	plus	coming	edition	young	too	top	working	apps	create	hard	myself	certainly	audio	co	thanks	software	very	via	while	photos	possible	number	getting	than	until	end	three	radio	night	list	action	need	still	into	able	completely	add	everyone	wouldn	please	browser	often	system	looks	lot	might	each	youtube	bad	readers	ways	come	feel	morning	went	web	total	blogging	game	her	article	these	several	through	steve	school	love	super	off	ad	site	both	find	going	al	am	idea	buy	williams	appeared	last	security	view	according	public	good	under	make	announced	don	office	page	means	available	different	seems	us	next	comments	local	looking	enough	children	reader	recently	taken	design	takes	build	reports	anyone	likely	built	well	finally	th	iphone	great	news	apple	even	tv	ever	didn	water	nothing	friends	example	popular	other	name	movie	hand	lots	below	issues	interview	plans	juan	left	maybe	tools	gets	couple	court	themselves	wrong	its	whole	within	days	currently	apparently	early	should	later	latest	house	would	hope	become	put	debate	national	mdash	final	matter	created	wants	drive	haven	writing	com	move	where	perhaps	ideas	back	isn	quick	doesn	results	aren	re	had	before	own	watch	reason	line	right	together	war	link	entire	service	way	bill	creative	personal	hours	services	google	half	easy	head	understand	based	continue	text	order	internet	change	search	job	running	using	ask	weeks	attention	tech	million	devices	though	such	platform	does	reasons	spent	book	york	check	few	features	seem	seen	answer	simple	products	our	step	flash	years	around	website	terms	press	simply	art	pro	home	also	project	much	keep	power	read	only	large	real	piece	bring	changed	space	party	because	every	kind	most	did	facebook	took	tool	oh	meet	talk	beta	six	support	team	jobs	quite	community	look	special	guy	videos	mind	believe	drop	american	down	data	open	report	asked	money	made	she	take	no	future	called	turn	president	books	earlier	app	high	again	source	games	long	best	show	value	university	posted	business	could	same	include	year	week	me	percent	audience	happy	family	america	my	amazon	used	city	music	user	far	word	daily	october	work	among	soon	past	let	across	told	since	following	building	interesting	download	people	ll	fun	question	feature	less	free	any	give	health	during	government	launch	including	shows	related	industry	won	event	part	billion	sure	third	mac	network	two	course	want	always	man	photo	technology	see	experience	must	mean	nice	may	goes	set	questions	found	update	series	conference	white	content	companies	important	world	appears	being	camera	between	case	write	original	making	others	trying	digital	over	use	users	life	wanted	sites	talking	mobile	big	along	close	second	taking	tax	either	similar	bit	post	share	care	person	twitter	recent	said	makes	social	ipad	fact	know	front	five	links	state	true	html	country	month	something	reading	thought	got	single	without	place	blog	already	problems	obama	company	npr	those	leave	email	launched	he	computer	culture	behind	small	help	instead	nbsp	released
NewsBusters.org - Exposing Liberal Media Bias	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GoFugYourself	1	0	0	1	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	15	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	2	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	15	0	1	0	0	0	0	3	0	1	0	0	1	15	0	0	0	0	0	0	0	4	2	2	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	1	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	15	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	15	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Power Line	0	2	1	0	0	2	2	1	2	7	1	1	0	2	2	4	0	5	0	3	0	0	3	2	1	1	0	0	0	1	1	3	1	0	0	2	5	2	0	1	2	3	0	7	4	0	1	0	6	1	7	2	3	1	1	2	12	3	0	6	10	0	1	10	4	37	0	0	3	1	1	2	0	1	1	2	2	1	1	5	0	1	1	1	0	1	1	1	1	1	1	2	1	1	0	0	3	5	1	1	15	1	0	0	2	1	1	0	0	0	1	5	2	2	3	0	0	1	0	0	5	2	4	0	2	0	2	3	1	10	1	0	0	0	2	2	1	1	0	0	1	0	1	0	1	0	0	4	1	5	0	0	1	3	14	0	5	2	2	2	0	1	3	1	7	1	0	1	0	2	1	0	1	1	1	0	2	0	0	2	6	0	1	0	0	1	0	0	0	4	6	1	12	4	5	0	1	0	0	2	0	2	2	0	4	0	2	2	0	25	1	7	4	2	5	4	9	3	3	0	8	0	0	0	1	0	5	4	3	6	0	2	3	0	0	4	3	0	2	2	7	1	1	0	4	2	0	0	3	18	0	4	0	2	3	0	1	0	2	1	8	0	0	1	1	1	6	5	0	8	3	1	0	0	0	1	1	1	10	1	3	6	0	3	5	5	3	0	0	11	1	3	0	8	8	0	0	0	1	1	0	2	2	0	1	3	1	5	1	0	0	3	0	2	0	11	1	1	0	1	3	4	2	7	0	0	3	7	3	0	0	2	0	0	1	0	2	2	0	1	0	3	0	2	0	3	1	0	3	1	2	0	0	0	3	7	0	3	0	0	16	5	1	8	0	2	2	1	0	0	13	1	0	4	2	2	0	2	2	0	1	1	13	1	9	0	1	2	2	1	1	1	2	0	0	10	11	1	2	6	3	0	4	1	0	1	3	0	1	4	0	0	1	8	2	1	3	0	0	1	1	5	2	0	1	2	7	2	5	7	3	10	0	3	1	0	6	1	0	4	3	1	1	3	2	6	0	1	1	1	5	4	0	6	4	10	13	10	0	0	1	15	0	1	4	0	0	6	1	0	0	8	2	0	2	0	1	3	1	3	1	1	0	7	4	1	2	0	4	1	8	0	2	8	1	0	3	2	1	0	2	4	2	0	1	0	0	3	2	5	1	1	2	1	0	5	0	4	1	2	4	1	1	3	1	5	2	2	0	0	1	2	4	2	4	0	6	4	1	0	0	2	1	0	9	1	0	1	2	0	1	0	1	1	0	3	1	0	2	1	1	5	0	2	4	1	1	9	2	3	0	1	4	0	1	0	3	2	0	1	3	1	2	2	1	1	3	2	0	5	0	19	0	35	9	1	2	0	40	0	2	1	1	1	0	0	0
Pharyngula	0	4	0	1	1	2	2	0	1	2	1	1	0	5	3	1	0	1	0	1	0	0	1	2	0	2	2	1	0	0	0	7	0	0	0	0	5	1	5	0	0	0	0	11	4	5	1	1	1	0	1	0	0	3	0	0	0	0	0	0	15	0	1	3	0	12	1	0	3	0	0	0	0	2	1	1	0	0	0	0	0	4	0	0	0	2	3	2	1	0	6	1	0	1	0	0	1	0	1	0	8	0	1	4	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	1	2	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	4	0	1	1	0	0	2	6	1	2	1	0	1	0	0	0	4	8	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	7	0	0	0	2	0	0	3	0	0	1	3	2	2	1	1	0	0	0	2	0	0	0	0	2	0	3	1	5	0	1	0	0	2	4	6	0	16	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	2	0	3	2	0	2	2	1	1	0	2	0	1	0	4	0	0	0	3	2	0	1	0	0	7	0	0	3	0	0	0	1	0	0	5	1	0	3	2	0	4	0	5	5	1	0	3	0	1	0	4	1	0	0	0	0	2	2	0	0	0	0	0	0	2	1	1	1	0	0	0	1	1	0	0	0	0	2	1	0	0	0	0	3	0	0	0	4	0	3	0	0	2	0	0	0	0	0	0	3	0	0	0	7	4	0	0	0	0	0	0	10	2	1	1	1	16	3	0	3	1	1	0	1	0	7	3	2	1	0	0	0	1	2	0	0	0	0	1	0	0	0	0	6	0	1	0	3	3	0	0	3	0	0	0	2	3	0	0	2	10	0	1	1	0	1	0	0	0	1	0	1	1	1	1	0	1	0	0	2	3	0	0	2	3	0	0	0	1	0	4	0	2	0	0	0	1	0	0	0	4	0	0	1	1	1	1	1	0	0	1	0	8	2	1	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	2	1	0	0	0	0	0	3	0	2	0	2	1	0	0	1	1	0	0	1	0	0	0	0	3	0	4	0	1	1	2	0	2	1	5	0	4	1	0	2	0	0	0	0	1	1	0	0	1	0	1	1	2	15	0	0	0	0	0	1	1	0	0	3	7	0	0	0	0	3	0	1	0	1	1	1	8	1	1	1	3	0	0	0	0	0	3	0	0	0	21	0	0	0	0	3	1	0	0
Bloggers Blog: Blogging the Blogsphere	1	4	6	0	0	0	0	2	3	3	7	1	0	2	6	5	0	3	0	1	0	0	4	0	10	0	1	5	0	2	2	5	0	0	0	0	5	1	5	0	7	0	0	13	8	0	9	1	13	2	1	0	0	2	3	0	0	6	3	3	3	3	9	5	0	14	1	2	5	17	1	1	2	4	1	0	0	4	2	5	3	2	1	1	0	1	3	8	5	3	2	32	0	22	4	2	0	9	4	1	14	0	1	4	0	1	0	1	0	3	1	9	1	14	4	1	0	0	1	1	0	0	1	1	1	2	3	5	3	16	2	1	0	0	5	5	7	1	5	7	4	0	2	2	3	6	0	12	9	1	6	3	10	3	13	1	3	2	0	1	53	0	5	7	7	5	0	8	6	1	1	1	0	1	0	7	6	9	32	2	5	1	0	0	4	0	9	1	9	2	3	0	15	1	4	0	2	5	3	5	4	14	1	9	5	0	1	4	1	0	0	4	2	4	1	6	8	1	23	7	6	1	8	5	0	5	6	6	6	2	8	6	6	1	0	5	2	0	2	2	16	2	9	0	7	0	4	1	7	18	0	8	3	7	0	0	2	3	7	6	13	3	3	2	7	0	1	1	6	0	0	0	3	4	3	0	1	1	19	4	0	6	0	1	7	9	0	1	2	1	2	6	5	0	2	0	0	1	3	4	0	2	2	72	2	5	1	0	2	3	2	1	3	0	4	5	3	5	5	0	0	10	3	0	9	1	7	17	1	0	2	1	2	15	0	1	3	2	7	0	4	1	5	7	13	1	2	5	2	0	2	6	14	0	1	4	2	4	1	0	0	4	1	5	5	2	1	0	1	2	21	1	0	3	3	5	2	3	2	1	0	2	31	4	11	6	0	4	12	3	5	0	2	2	0	1	13	6	1	58	3	16	2	5	1	0	1	0	3	3	3	0	1	0	13	1	0	24	1	2	0	0	2	2	3	1	1	0	7	5	10	5	5	10	1	5	3	0	4	6	2	2	0	2	7	4	2	0	25	5	18	2	3	5	6	9	1	3	0	3	0	4	0	5	7	11	7	5	3	5	5	6	1	4	1	2	3	0	11	10	3	4	1	41	10	0	0	12	1	0	9	1	2	1	3	5	7	7	2	4	5	0	3	6	3	1	0	10	2	1	3	0	3	2	1	13	0	2	4	0	11	3	3	2	3	6	1	0	2	39	4	6	7	3	8	2	3	4	1	2	0	2	2	3	14	4	21	2	1	6	0	1	7	0	1	2	1	1	0	4	5	8	12	0	5	247	58	2	1	11	4	4	1	2	1	3	0	0	0	1	5	4	0	1	2	2	1	6	34	3	1	10	6	0	10	0	3	5	18	2	2	3	2	13	3	0	1
Publishing 2.0	0	0	0	2	0	1	0	1	1	1	3	6	1	1	1	0	0	0	1	1	0	2	0	0	0	0	1	1	0	0	4	1	2	1	0	0	6	0	0	1	1	0	0	1	1	2	0	4	8	0	2	2	1	0	0	0	0	0	0	4	0	0	8	0	1	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	2	2	1	0	1	2	0	0	0	0	3	5	0	0	0	0	2	3	0	0	11	1	1	0	0	0	0	0	3	0	12	5	0	0	0	1	0	0	0	1	0	0	1	0	0	0	5	0	0	0	3	0	3	0	0	0	1	1	0	0	0	0	0	0	1	0	2	0	0	2	0	3	0	2	2	0	0	0	2	3	1	1	0	0	0	1	0	0	2	2	0	1	3	1	1	3	0	6	0	2	0	1	0	25	0	1	2	0	5	5	1	5	4	0	0	0	1	7	12	2	1	5	0	6	1	0	0	2	2	0	0	1	0	1	0	5	1	5	0	13	0	0	0	1	5	2	0	4	1	3	0	0	0	0	0	1	0	0	3	0	0	2	0	0	0	4	56	0	0	1	0	0	0	1	0	2	0	7	1	0	0	1	1	0	0	0	0	2	0	1	2	0	0	3	1	3	1	0	3	0	0	0	5	0	0	1	2	0	4	3	1	1	0	0	1	1	1	0	2	1	12	0	2	1	0	2	2	0	2	1	0	9	4	0	2	0	1	0	6	2	0	14	1	0	3	0	0	0	0	2	9	0	1	3	1	1	1	3	0	4	2	1	0	0	2	2	1	1	0	1	0	1	0	2	0	3	0	2	5	0	3	2	1	0	2	1	0	7	0	1	1	4	0	2	3	0	0	0	0	1	2	3	2	1	2	1	0	0	0	0	1	2	1	4	1	5	13	0	10	0	0	0	0	1	0	0	1	1	2	1	1	1	0	1	0	2	1	0	0	2	1	3	3	0	3	0	0	2	6	21	4	0	1	0	1	0	2	0	0	0	1	3	1	5	1	2	6	6	0	1	1	5	1	0	1	0	0	0	3	0	2	1	0	2	0	0	2	0	3	0	0	0	1	1	0	1	0	1	2	0	4	2	0	4	6	1	2	3	0	0	0	1	3	0	1	1	3	3	0	0	1	1	1	0	1	5	1	2	1	0	1	3	1	0	0	0	0	3	1	2	2	1	0	0	0	0	15	8	7	3	0	2	0	0	2	0	2	3	1	3	2	4	2	1	0	0	6	0	0	4	1	0	2	0	0	0	1	2	9	2	2	0	8	3	1	0	2	0	1	3	2	0	11	2	1	0	0	0	0	9	0	3	0	1	0	5	1	0	0	3	0	2	0	1	2	8	0	0	1	0	2	1	0	0
Signal vs. Noise	3	5	1	1	3	12	0	0	8	12	1	1	14	9	5	9	1	0	1	6	0	1	2	0	4	0	2	1	0	0	4	19	0	0	1	2	4	0	10	0	0	2	3	10	10	3	1	4	6	4	0	5	2	0	2	2	0	1	0	2	7	3	3	1	2	2	0	1	2	0	0	4	1	1	5	3	2	1	1	7	0	0	10	11	0	1	4	6	2	2	5	7	2	2	4	2	1	2	1	0	15	1	2	10	1	0	7	3	0	0	0	0	0	1	1	4	0	0	0	1	0	2	11	2	5	4	6	5	1	5	3	2	2	0	0	6	6	10	18	4	3	3	2	2	1	3	2	4	4	4	5	2	0	4	10	0	1	6	2	1	2	1	8	4	7	2	1	2	1	1	2	11	0	1	4	7	3	7	0	2	1	1	2	6	2	3	14	2	1	2	0	1	15	0	3	1	0	3	0	0	1	2	5	7	13	0	9	7	1	0	0	2	0	0	0	6	4	0	11	0	4	9	8	4	4	2	1	13	2	1	2	3	1	1	3	2	1	13	3	3	0	2	1	3	9	2	1	15	12	0	7	7	0	0	4	3	2	1	6	0	4	6	0	1	2	1	2	2	1	0	3	1	2	1	1	1	1	1	2	2	6	4	0	0	2	10	0	1	0	13	2	1	2	2	0	10	4	5	1	2	0	1	4	7	3	9	1	0	8	4	1	3	1	3	31	6	3	6	0	2	7	7	2	0	1	2	4	10	0	5	0	2	1	8	2	1	1	1	4	0	4	2	0	3	0	6	3	16	2	3	2	5	3	12	2	2	3	4	0	1	2	1	1	8	4	1	2	4	3	4	41	2	2	4	3	6	3	0	0	0	0	2	15	4	12	6	0	1	4	3	9	4	0	0	3	2	9	3	6	3	4	2	3	3	0	1	7	0	0	9	10	2	2	2	14	1	3	0	0	4	0	2	2	3	7	0	3	5	5	0	3	6	3	6	1	0	0	1	11	3	13	0	1	4	8	0	1	0	0	7	6	4	3	3	5	11	1	1	3	1	0	14	0	8	4	0	6	2	2	0	0	18	2	0	1	4	3	1	4	4	0	0	1	21	13	1	3	1	2	1	5	5	1	4	1	3	6	0	2	1	0	0	9	0	3	2	2	2	4	1	8	2	0	8	2	7	8	2	0	2	1	0	4	3	0	0	2	2	0	0	2	4	3	2	5	1	4	4	0	0	9	4	1	0	3	11	4	5	4	8	1	19	6	2	3	2	0	6	0	3	12	2	3	2	4	11	1	0	3	1	1	1	5	1	0	1	2	3	4	2	1	13	0	3	6	2	4	1	5	2	2	0	14	0	4	3	5	2	11	1	0	2	4	4	6	0	0
aaaaa	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	1	1	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	2	0	2	0	0	0	1	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
Celebrity gossip juicy celebrity rumors Hollywood gossip blog from Perez Hilton	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	2	0	0	1	0	0	1	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	2	4	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Oilman	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	5	0	0	0	2	0	0	0	0	0	0	2	1	0	1	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	4	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	2	2	1	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	2	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	0	0	2	0	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	0	0	1	0	0	0	0	1	0	3	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	5	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	1	0	0	2	1	0	0	0	0	0	1	0	4	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	3	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	4	0	0	2	0	0	0	2	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
